BRD4, a bromodomain and extraterminal domain (BET) family member, is an attractive target in multiple pathological settings, particularly cancer. While BRD4 inhibitors have shown some promise in MYC-driven malignancies such as Burkitt's lymphoma (BL), we show that BRD4 inhibitors lead to robust BRD4 protein accumulation, which may account for their limited suppression of MYC expression, modest antiproliferative activity, and lack of apoptotic induction. To address these limitations we designed ARV-825, a hetero-bifunctional PROTAC (Proteolysis Targeting Chimera) that recruits BRD4 to the E3 ubiquitin ligase cereblon, leading to fast, efficient, and prolonged degradation of BRD4 in all BL cell lines tested. Consequently, ARV-825 more effectively suppresses c-MYC levels and downstream signaling than small-molecule BRD4 inhibitors, resulting in more effective cell proliferation inhibition and apoptosis induction in BL. Our findings provide strong evidence that cereblon-based PROTACs provide a better and more efficient strategy in targeting BRD4 than traditional small-molecule inhibitors.	0
Ark1, the unique Aurora kinase in Schizosaccharomyces pombe, regulates multiple aspects of mitosis. In this issue of Chemistry & Biology, Kawashima and colleagues report the discovery and validation of a fungal Ark1 inhibitor, which they employ to evaluate the mitotic outputs of endogenous Ark1 signaling.	0
Accumulating evidence has linked G-quadruplex structures to a number of biological processes in vivo, including DNA replication, transcription, and genomic maintenance. However, the precise function and mechanism of G-quadruplex formation in mammalian cells remains poorly defined. Therefore, the development of small-molecule G-quadruplex probes has attracted significant attention in recent years. This review highlights examples of G-quadruplex probes that have been reported over the last few years, some of which have been employed for cellular imaging or for use in the construction of G-quadruplex-based analytical sensing platforms.	0
Glycomics is a broad and emerging scientific discipline focused on defining the structures and functional roles of glycans in biological systems. The staggering complexity of the glycome, minimally defined as the repertoire of glycans expressed in a cell or organism, has resulted in many challenges that must be overcome; these are being addressed by new advances in mass spectrometry as well as by the expansion of genetic and cell biology studies. Conversely, identifying the specific glycan recognition determinants of glycan-binding proteins by employing the new technology of glycan microarrays is providing insights into how glycans function in recognition and signaling within an organism and with microbes and pathogens. The promises of a more complete knowledge of glycomes are immense in that glycan modifications of intracellular and extracellular proteins have critical functions in almost all biological pathways.	0
In this issue, Young, Moody, and colleagues report the discovery of an isomer of the Mycobacterium tuberculosis (Mtb) virulence factor 1-tuberculosinyl adenosine, N(6)-tuberculosinyl adenosine, in mice infected with tuberculosis. These Mtb-derived terpene compounds may serve as sensitive and specific biomarkers of infection.	0
Gaucher's disease is a hereditary deficiency of the enzyme β-glucocerebrosidase (GCase) that is most commonly treated by enzyme replacement therapy. In this issue of Chemistry & Biology, Tan and colleagues search for alternative ways to rehabilitate mutant GCase by understanding how it interacts with the proteostasis network.	0
AMP-activated protein kinase (AMPK) functions as a signaling hub to balance energy supply with demand. Phosphorylation of activation loop Thr172 has been considered as an essential step in AMPK activation. In this issue of Chemistry & Biology, Scott and colleagues show that the small molecule direct AMPK activator, A-769662, bypasses this phosphorylation event and acts synergistically with AMP on naive AMPK.	0
Reactivity probes are small molecules that contain a reactive electrophile and a purification handle, and are used to identify hyperreactive amino acid residues within a whole proteome. In this issue of Chemistry & Biology, Gu et al. use sulfonyl fluoride derivatives for the identification of functional tyrosine residues in different classes of glutathione S-transferases.	0
Mitogen-activated protein kinase (MAPK)-interacting kinases (Mnks) regulate the initiation of translation through phosphorylation of eukaryotic initiation factor 4E (eIF4E). Mnk-mediated eIF4E activation promotes cancer development and progression. While the phosphorylation of eIF4E is necessary for oncogenic transformation, the kinase activity of Mnks seems dispensable for normal development. For this reason, pharmacological inhibition of Mnks could represent an ideal mechanism-based and nontoxic therapeutic strategy for cancer treatment. In this review, we discuss the current understanding of Mnk biological roles, structures, and functions, as well as clinical implications. Importantly, we propose different strategies for identification of highly selective small molecule inhibitors of Mnks, including exploring a structural feature of their kinase domain, DFD motif, which is unique within the human kinome. We also argue that a combined targeting of Mnks and other pathways should be considered given the complexity of cancer.	0
The protozoan Cryptosporidium is notorious for its resistance to chlorine disinfection, a mainstay of water treatment. Human infections, mainly of the small intestine, arise from consumption of faecally contaminated food or water, environmental exposure, and person-to-person or animal-to-person spread. Acute gastrointestinal symptoms can be prolonged but are usually self-limiting. Problems arise with immune-deficient, including malnourished, people including chronic diarrhoea, hepato-biliary tree and extra-gastrointestinal site infection, and few options for treatment or prevention exist. Although genomics has enabled refined classification, identification of chemotherapeutic targets and vaccine candidates, and putative factors for host adaption and pathogenesis, their confirmation has been hampered by a lack of biological tools.	0
Mycoplasma genitalium is a fastidious organism of the class Mollicutes, the smallest prokaryote capable of independent replication. First isolated in 1981, much is still unknown regarding its natural history in untreated infection. It is recognized as a sexually transmitted pathogen causing acute and chronic non-gonococcal urethritis (NGU) in men, with a growing body of evidence to suggest it also causes cervicitis and pelvic inflammatory disease in women. Its role in several other clinical syndromes is uncertain. The majority of people infected remain asymptomatic and clear infection without developing disease; asymptomatic screening is therefore not recommended. Prevalence rates are higher in patients attending sexual health clinics and in men with NGU. Limited availability of diagnostics has encouraged syndromic management, resulting in widespread antimicrobial resistance and given that few antimicrobial classes have activity against M. genitalium, there is significant concern regarding the emergence of untreatable strains. There is a need for wider availability of testing, which should include detection of macrolide resistance mediating mutations. Expertise in interpretation of microbiological results with clinical correlation ensures targeted treatment avoiding unnecessary antibiotic exposure. Public health surveillance nationally and internationally is vital in monitoring and responding to changing epidemiology trends. In this review, we summarize current knowledge of M. genitalium, including epidemiology, clinical and microbiological data, and discuss treatment challenges in the era of rising multidrug resistance.	0
Cryptococcus neoformans is a lethal fungus disguised in a polysaccharide coat. It can remain dormant in the host for decades prior to reactivation, causing systemic cryptococcosis in humans and other mammals. Cryptococcus deploys a multitude of traits to adapt to and survive within the host, including immunosuppression, an ability to replicate intra- and extra-cellularly in phagocytes, changes in morphology and ploidy, a predilection to infect the CNS, and the capacity to utilize neurotransmitters and unique carbon sources available in the brain. These pathogenic strategies displayed by this fungus might have evolved through its interactions with microbial predators in the environment.	0
The Type VI secretion system (T6SS) is a protein nanomachine that is widespread in Gram-negative bacteria and is used to translocate effector proteins directly into neighbouring cells. It represents a versatile bacterial weapon that can deliver effectors into distinct classes of target cells, playing key roles in inter-bacterial competition and bacterial interactions with eukaryotic cells. This versatility is underpinned by the ability of the T6SS to deliver a vast array of effector proteins, with many distinct activities and modes of interaction with the secretion machinery. Recent work has highlighted the importance and diversity of interactions mediated by T6SSs within polymicrobial communities, and offers new molecular insights into effector delivery and action in target cells.	0
Algal blooms have severe impacts on the utilization of water resources. The discovery of allelopathy provides a new dimension to solving this problem due to its high efficiency, safety and economy. Allelopathy can suppress the growth of microalgae by impairing the structure, photosynthesis and enzyme activity of algal cells. In the current work, we first demonstrate the allelopathy and allelochemicals derived from both plants and algae. We then expound the potential mechanisms of allelopathy on microalgae. Next, the potential application of allelochemicals in water environment is proposed. Finally, the key challenge and future perspective are presented.	0
The strength, flexibility and light weight of traditional oil-derived plastics make them ideal materials for a large number of applications, including packaging, medical devices, building, transportation, etc. However, the majority of produced plastics are single-use plastics, which, coupled with a throw-away culture, leads to the accumulation of plastic waste and pollution, as well as the loss of a valuable resource. In this review we discuss the advances and possibilities in the biotransformation and biodegradation of oil-based plastics. We review bio-based and biodegradable polymers and highlight the importance of end-of-life management of biodegradables. Finally, we discuss the role of a circular economy in reducing plastic waste pollution.	0
Pseudomonas aeruginosa is a Gram-negative opportunistic pathogen and a model bacterium for studying virulence and bacterial social traits. While it can be isolated in low numbers from a wide variety of environments including soil and water, it can readily be found in almost any human/animal-impacted environment. It is a major cause of illness and death in humans with immunosuppressive and chronic conditions, and infections in these patients are difficult to treat due to a number of antibiotic resistance mechanisms and the organism's propensity to form multicellular biofilms.	0
Pore-forming toxins (PFTs) are widely distributed in both Gram-negative and Gram-positive bacteria. PFTs can act as virulence factors that bacteria utilise in dissemination and host colonisation or, alternatively, they can be employed to compete with rival microbes in polymicrobial niches. PFTs transition from a soluble form to become membrane-embedded by undergoing large conformational changes. Once inserted, they perforate the membrane, causing uncontrolled efflux of ions and/or nutrients and dissipating the protonmotive force (PMF). In some instances, target cells intoxicated by PFTs display additional effects as part of the cellular response to pore formation. Significant progress has been made in the mechanistic description of pore formation for the different PFTs families, but in several cases a complete understanding of pore structure remains lacking. PFTs have evolved recognition mechanisms to bind specific receptors that define their host tropism, although this can be remarkably diverse even within the same family. Here we summarise the salient features of PFTs and highlight where additional research is necessary to fully understand the mechanism of pore formation by members of this diverse group of protein toxins.	0
The discovery of penicillin by Alexander Fleming marked a new era for modern medicine, allowing not only the treatment of infectious diseases, but also the safe performance of life-saving interventions, like surgery and chemotherapy. Unfortunately, resistance against penicillin, as well as more complex β-lactam antibiotics, has rapidly emerged since the introduction of these drugs in the clinic, and is largely driven by a single type of extra-cytoplasmic proteins, hydrolytic enzymes called β-lactamases. While the structures, biochemistry and epidemiology of these resistance determinants have been extensively characterized, their biogenesis, a complex process including multiple steps and involving several fundamental biochemical pathways, is rarely discussed. In this review, we provide a comprehensive overview of the journey of β-lactamases, from the moment they exit the ribosomal channel until they reach their final cellular destination as folded and active enzymes.	0
Nitrosopumilus maritimus is a marine ammonia-oxidizing archaeon with a high affinity for ammonia. It fixes carbon via a modified hydroxypropionate/hydroxybutyrate cycle and shows weak utilization of cyanate as a supplementary energy and nitrogen source. When oxygen is depleted, N. maritimus produces its own oxygen, which may explain its regular occurrence in anoxic waters. Several enzymes of the ammonia oxidation and oxygen production pathways remain to be identified.	0
Here we respond to Zhou (BMC Genomics 21:734, 2020) "Combined Transcriptome and Metabolome analysis of Pitaya fruit unveiled the mechanisms underlying peel and pulp color formation" published in BMC Genomics. Given the evolutionary conserved anthocyanin biosynthesis pathway in betalain-pigmented species, we are open to the idea that species with both anthocyanins and betalains might exist. However, in absence of LC-MS/MS spectra, apparent lack of biological replicates, and no comparison to authentic standards, the findings of Zhou (BMC Genomics 21:734, 2020) are not a strong basis to propose the presence of anthocyanins in betalain-pigmented pitaya. In addition, our re-analysis of the datasets indicates the misidentification of important genes and the omission of key flavonoid and anthocyanin synthesis genes ANS and DFR. Finally, our re-analysis of the RNA-Seq dataset reveals no correlation between anthocyanin biosynthesis gene expression and pigment status.	0
Background:                    Spliceosomal introns are parts of primary transcripts that are removed by RNA splicing. Although introns apparently do not contribute to the function of the mature transcript, in vertebrates they comprise the majority of the transcribed region increasing the metabolic cost of transcription. The persistence of long introns across evolutionary time suggests functional roles that can offset this metabolic cost. The teleosts comprise one of the largest vertebrate clades. They have unusually compact and variable genome sizes and provide a suitable system for analysing intron evolution.              Results:                    We have analysed intron lengths in 172 vertebrate genomes and show that teleost intron lengths are relatively short, highly variable and bimodally distributed. Introns that were long in teleosts were also found to be long in mammals and were more likely to be found in regulatory genes and to contain conserved sequences. Our results argue that intron length has decreased in parallel in a non-random manner throughout teleost evolution and represent a deviation from the ancestral state.              Conclusion:                    Our observations indicate an accelerated rate of intron size evolution in the teleosts and that teleost introns can be divided into two classes by their length. Teleost intron sizes have evolved primarily as a side-effect of genome size evolution and small genomes are dominated by short introns (<256 base pairs). However, a non-random subset of introns has resisted this process across the teleosts and these are more likely have functional roles in all vertebrate clades.	0
Background:                    Shotgun metagenomics yields ever richer and larger data volumes on the complex communities living in diverse environments. Extracting deep insights from the raw reads heavily depends on the availability of fast, accurate and user-friendly biodiversity analysis tools.              Results:                    Because environmental samples may contain strains and species that are not covered in reference databases and because protein sequences are more conserved than the genes encoding them, we explore the alternative route of taxonomic profiling based on protein coding regions translated from the shotgun metagenomics reads, instead of directly processing the DNA reads. We therefore developed the Unipept MetaGenomics Analysis Pipeline (UMGAP), a highly versatile suite of open source tools that are implemented in Rust and support parallelization to achieve optimal performance. Six preconfigured pipelines with different performance trade-offs were carefully selected, and benchmarked against a selection of state-of-the-art shotgun metagenomics taxonomic profiling tools.              Conclusions:                    UMGAP's protein space detour for taxonomic profiling makes it competitive with state-of-the-art shotgun metagenomics tools. Despite our design choices of an extra protein translation step, a broad spectrum index that can identify both archaea, bacteria, eukaryotes and viruses, and a highly configurable non-monolithic design, UMGAP achieves low runtime, manageable memory footprint and high accuracy. Its interactive visualizations allow for easy exploration and comparison of complex communities.	0
Background:                    The COVID-19 pandemic remains a global public health concern. Advances in sequencing technologies has allowed for high numbers of SARS-CoV-2 whole genome sequence (WGS) data and rapid sharing of sequences through global repositories to enable almost real-time genomic analysis of the pathogen. WGS data has been used previously to group genetically similar viral pathogens to reveal evidence of transmission, including methods that identify distinct clusters on a phylogenetic tree. Identifying clusters of linked cases can aid in the regional surveillance and management of the disease. In this study, we present a novel method for producing stable genomic clusters of SARS-CoV-2 cases, cov2clusters, and compare the accuracy and stability of our approach to previous methods used for phylogenetic clustering using real-world SARS-CoV-2 sequence data obtained from British Columbia, Canada.              Results:                    We found that cov2clusters produced more stable clusters than previously used phylogenetic clustering methods when adding sequence data through time, mimicking an increase in sequence data through the pandemic. Our method also showed high accuracy when predicting epidemiologically informed clusters from sequence data.              Conclusions:                    Our new approach allows for the identification of stable clusters of SARS-CoV-2 from WGS data. Producing high-resolution SARS-CoV-2 clusters from sequence data alone can a challenge and, where possible, both genomic and epidemiological data should be used in combination.	0
Background:                    Ribosomally-synthesized cyclic peptides are widely found in plants and exhibit useful bioactivities for humans. The identification of cyclic peptide sequences and their precursor proteins is facilitated by the growing number of sequenced genomes. While previous research largely focused on the chemical diversity of these peptides across various species, there is little attention to a broader range of potential peptides that are not chemically identified.              Results:                    A pioneering study was initiated to explore the genetic diversity of linusorbs, a group of cyclic peptides uniquely occurring in cultivated flax (Linum usitatissimum). Phylogenetic analysis clustered the 5 known linusorb precursor proteins into two clades and one singleton. Preliminary tBLASTn search of the published flax genome using the whole protein sequence as query could only retrieve its homologues within the same clade. This limitation was overcome using a profile-based mining strategy. After genome reannotation, a hidden Markov Model (HMM)-based approach identified 58 repeats homologous to the linusorb-embedded repeats in 8 novel proteins, implying that they share common ancestry with the linusorb-embedded repeats. Subsequently, we developed a customized profile composed of a random linusorb-like domain (LLD) flanked by 5 conserved sites and used it for string search of the proteome, which extracted 281 LLD-containing repeats (LLDRs) in 25 proteins. Comparative analysis of different repeat categories suggested that the 5 conserved flanking sites among the non-homologous repeats have undergone convergent evolution driven by functional selection.              Conclusions:                    The profile-based mining approach is suitable for analyzing repetitive sequences. The 25 LLDR proteins identified herein represent the potential diversity of cyclic peptides within the flax genome and lay a foundation for further studies on the functions and evolution of these protein tandem repeats.	0
Background:                    The collection of circRNAs mostly focused on their sequence composition such as protein/miRNA binding motif, and/or regulatory elements such as internal ribosome entry site. However, less attention was paid to subcellular localization. CircVIS aimed to provide a collection of circRNAs with information of subcellular compartments and also integrated the circRNA entries from previous circRNA databases.              Results:                    A collection of circRNAs from public circRNA databases and de novo identification were annotated according to subcellular localizations including nucleoplasm, chromatin-associated parts, cytoplasm and polyribosome. All circRNAs were aligned to a selected major transcript, and if presence, the circRNA-derived open reading frame with annotation of functional domain were compared to its parental protein. The results showed that distinct circRNAs may exert their molecular and cellular functions in different subcellular compartments. The web service is made freely available at http://lab-x-omics.nchu.edu.tw/circVIS .              Conclusions:                    CircVIS allows users to visualize the alignment between a given circRNA and its most relevant reference transcript along with information of subcellular localization.	0
Background:                    The majority of Genome Wide Associate Study (GWAS) loci fall in the non-coding genome, making causal variants difficult to identify and study. We hypothesized that the regulatory features underlying causal variants are biologically specific, identifiable from data, and that the regulatory architecture that influences one trait is distinct compared to biologically unrelated traits.              Results:                    To better characterize and identify these variants, we used publicly available GWAS loci and genomic annotations to build 17 Trait Specific Annotation Based Locus (TSABL) predictors to identify differences between GWAS loci associated with different phenotypic trait groups. We used a penalized binomial logistic regression model to select trait relevant annotations and tested all models on a holdout set of loci not used for training in any trait. We were able to successfully build models for autoimmune, electrocardiogram, lipid, platelet, red blood cell, and white blood cell trait groups. We used these models both to prioritize variants in existing loci and to identify new genomic regions of interest.              Conclusions:                    We found that TSABL models identified biologically relevant regulatory features, and anticipate their future use to enhance the design and interpretation of genetic studies.	0
Background:                    To detect changes in biological processes, samples are often studied at several time points. We examined expression data measured at different developmental stages, or more broadly, historical data. Hence, the main assumption of our proposed methodology was the independence between the examined samples over time. In addition, however, the examinations were clustered at each time point by measuring littermates from relatively few mother mice at each developmental stage. As each examination was lethal, we had an independent data structure over the entire history, but a dependent data structure at a particular time point. Over the course of these historical data, we wanted to identify abrupt changes in the parameter of interest - change points.              Results:                    In this study, we demonstrated the application of generalized hypothesis testing using a linear mixed effects model as a possible method to detect change points. The coefficients from the linear mixed model were used in multiple contrast tests and the effect estimates were visualized with their respective simultaneous confidence intervals. The latter were used to determine the change point(s). In small simulation studies, we modelled different courses with abrupt changes and compared the influence of different contrast matrices. We found two contrasts, both capable of answering different research questions in change point detection: The Sequen contrast to detect individual change points and the McDermott contrast to find change points due to overall progression. We provide the R code for direct use with provided examples. The applicability of those tests for real experimental data was shown with in-vivo data from a preclinical study.              Conclusion:                    Simultaneous confidence intervals estimated by multiple contrast tests using the model fit from a linear mixed model were capable to determine change points in clustered expression data. The confidence intervals directly delivered interpretable effect estimates representing the strength of the potential change point. Hence, scientists can define biologically relevant threshold of effect strength depending on their research question. We found two rarely used contrasts best fitted for detection of a possible change point: the Sequen and McDermott contrasts.	0
Background:                    Protein-protein interaction (PPI) is very important for many biochemical processes. Therefore, accurate prediction of PPI can help us better understand the role of proteins in biochemical processes. Although there are many methods to predict PPI in biology, they are time-consuming and lack accuracy, so it is necessary to build an efficiently and accurately computational model in the field of PPI prediction.              Results:                    We present a novel sequence-based computational approach called DCSE (Double-Channel-Siamese-Ensemble) to predict potential PPI. In the encoding layer, we treat each amino acid as a word, and map it into an N-dimensional vector. In the feature extraction layer, we extract features from local and global perspectives by Multilayer Convolutional Neural Network (MCN) and Multilayer Bidirectional Gated Recurrent Unit with Convolutional Neural Networks (MBC). Finally, the output of the feature extraction layer is then fed into the prediction layer to output whether the input protein pair will interact each other. The MCN and MBC are siamese and ensemble based network, which can effectively improve the performance of the model. In order to demonstrate our model's performance, we compare it with four machine learning based and three deep learning based models. The results show that our method outperforms other models in all evaluation criteria. The Accuracy, Precision, [Formula: see text], Recall and MCC of our model are 0.9303, 0.9091, 0.9268, 0.9452, 0.8609. For the other seven models, the highest Accuracy, Precision, [Formula: see text], Recall and MCC are 0.9288, 0.9243, 0.9246, 0.9250, 0.8572. We also test our model in the imbalanced dataset and transfer our model to another species. The results show our model is excellent.              Conclusion:                    Our model achieves the best performance by comparing it with seven other models. NLP-based coding method has a good effect on PPI prediction task. MCN and MBC extract protein sequence features from local and global perspectives and these two feature extraction layers are based on siamese and ensemble network structures. Siamese-based network structure can keep the features consistent and ensemble based network structure can effectively improve the accuracy of the model.	0
Background:                    Transcriptome-wide association studies (TWASs) have shown great promise in interpreting the findings from genome-wide association studies (GWASs) and exploring the disease mechanisms, by integrating GWAS and eQTL mapping studies. Almost all TWAS methods only focus on one gene at a time, with exception of only two published multiple-gene methods nevertheless failing to account for the inter-dependence as well as the network structure among multiple genes, which may lead to power loss in TWAS analysis as complex disease often owe to multiple genes that interact with each other as a biological network. We therefore developed a Network Regression method in a two-stage TWAS framework (NeRiT) to detect whether a given network is associated with the traits of interest. NeRiT adopts the flexible Bayesian Dirichlet process regression to obtain the gene expression prediction weights in the first stage, uses pointwise mutual information to represent the general between-node correlation in the second stage and can effectively take the network structure among different gene nodes into account.              Results:                    Comprehensive and realistic simulations indicated NeRiT had calibrated type I error control for testing both the node effect and edge effect, and yields higher power than the existed methods, especially in testing the edge effect. The results were consistent regardless of the GWAS sample size, the gene expression prediction model in the first step of TWAS, the network structure as well as the correlation pattern among different gene nodes. Real data applications through analyzing systolic blood pressure and diastolic blood pressure from UK Biobank showed that NeRiT can simultaneously identify the trait-related nodes as well as the trait-related edges.              Conclusions:                    NeRiT is a powerful and efficient network regression method in TWAS.	0
